reference_id,entity_id,claim_id,rank,property_id,datatype,entity_label,entity_desc,property_label,property_desc,object_label,object_desc,entity_label_is_alias,property_label_is_alias,object_label_is_alias,verbalisation,verbalisation_unks_replaced,verbalisation_unks_replaced_then_dropped,alternative_alias_used,corrected_verbalisation,is_corrected_verbalisation,final_url
facce5a2ba1e1a15fa43222fd84e4b37148bb0fc,Q20998470,Q20998470$299a7c8c-4104-0e3a-3392-6322ae391d6b,normal,P282,wikibase-item,Zeck,family name,writing system,"alphabet, character set or other system of writing used by a language, supported by a typeface",Latin script,writing system used to write most Western and Central European languages,False,False,False,Zeck is written in Latin script.,Zeck is written in Latin script.,Zeck is written in Latin script.,False,Zeck is written in Latin script.,False,http://archive.ph/K693K
ccdd41d347f113b0296d58662cbbaec79e647e4d,Q753159,Q753159$F08083AF-0AE9-4517-B493-05EB68D8CD50,normal,P136,wikibase-item,Dragon Fight,1989 film by Billy Tang,genre,creative work's genre or an artist's field of work (P101). Use main subject (P921) to relate creative works to their topic,action film,film genre,False,False,False,Dragon Fight is an action film.,Dragon Fight is an action film.,Dragon Fight is an action film.,False,Dragon Fight is an action film.,False,https://www.nytimes.com/reviews/movies
91caa424be6079eb0987cb7dfe137198b7539ad3,Q474240,Q474240$32B36C71-727E-4C32-AC10-A0A71F1AB5E5,normal,P136,wikibase-item,Jack the Ripper,1976 German/Swiss serial killer film directed by Jesús Franco,genre,creative work's genre or an artist's field of work (P101). Use main subject (P921) to relate creative works to their topic,horror film,film genre,False,False,False,Jack the Ripper is a horror film.,Jack the Ripper is a horror film.,Jack the Ripper is a horror film.,False,Jack the Ripper is a horror film.,False,https://www.nytimes.com/reviews/movies
fa32de5f1a53eeaefbfd553190ca1ecd0ac3c8a6,Q947456,Q947456$E8C49972-9B53-4C05-8C37-04441C155A3A,normal,P106,wikibase-item,Sidney Hook,American philosopher,profession,"occupation of a person; see also ""field of work"" (Property:P101), ""position held"" (Property:P39)",writer,person who uses written words to communicate ideas and to produce works of literature,False,True,False,Sidney Hook is a writer.,Sidney Hook is a writer.,Sidney Hook is a writer.,True,Sidney Hook is a writer.,False,http://archive.ph/IZ4zg
cf10275e9ccb38970c17d9a4c60d6ea0e0bed963,Q125237,Q125237$01dc0b26-4bb1-4146-1328-b1367c1baf04,normal,P140,wikibase-item,Georgia Engel,American actress (1948-2019),religion,"religion of a person, organization or religious building, or associated with this subject",Christian Science,set of beliefs and practices belonging to the metaphysical family of new religious movements,False,False,False,Georgia Engel's religion is Christian Science.,Georgia Engel's religion is Christian Science.,Georgia Engel's religion is Christian Science.,False,Georgia Engel's religion is Christian Science.,False,http://archive.ph/XT3Nk
c30a95bb7d44805e1d654b05b5f0bc31a49d8123,Q14650496,Q14650496$409733e3-46f4-7c38-ceaf-cb5e4f40c573,normal,P136,wikibase-item,Furious 7,2015 film by James Wan,genre,creative work's genre or an artist's field of work (P101). Use main subject (P921) to relate creative works to their topic,action film,film genre,False,False,False,Furious 7 is an action film.,Furious 7 is an action film.,Furious 7 is an action film.,False,Furious 7 is an action film.,False,http://archive.ph/Pf2Dq
abe9c1ed72ff4bbcbe2f342f7a1e4278cb3b49ce,Q1515266,q1515266$537809C8-C9DF-4F57-8871-7F6F36D89EDD,normal,P570,time,William Sleator,Young adult science fiction novelist,date of death,date on which the subject died,03/08/2011,no-desc,False,False,False,William Sleator died on 03/08/2011.,William Sleator died on 03/08/2011.,William Sleator died on 03/08/2011.,False,William Sleator died on 03/08/2011.,False,http://archive.ph/vSGie
d0b46d9e24bcd5e5e9f6ccac6347693e41069d08,Q263172,Q263172$9C5249F1-9289-4E24-A3CB-5A0070716D95,normal,P21,wikibase-item,Maureen Forrester,Canadian operatic contralto (1930-2010),gender,"sex or gender identity of human or animal. For human: male, female, non-binary, intersex, transgender female, transgender male, agender. For animal: male organism, female organism. Groups of same gender use subclass of (P279)",female,"to be used in ""sex or gender"" (P21) to indicate that the human subject is a female",False,True,False,Maureen Forrester is a female.,Maureen Forrester is a female.,Maureen Forrester is a female.,True,Maureen Forrester is a female.,False,http://archive.ph/XBkIY
b17341ada1a59359e6aa7bb3593ce4a73c197ad7,Q979071,q979071$133F5A3F-35FC-4CB7-89BC-B401D4D0173E,normal,P569,time,Conyers Middleton,English 18th-century clergyman and writer,date of birth,date on which the subject was born,27/12/1683,no-desc,False,False,False,Conyers Middleton was born on 27/12/1683.,Conyers Middleton was born on 27/12/1683.,Conyers Middleton was born on 27/12/1683.,False,Conyers Middleton was born on 27/12/1683.,False,https://snaccooperative.org/ark:/99166/w6mp5dbn
b48102f8b755b13ab7a655ec3b929db09a826015,Q5362128,Q5362128$39311A36-4B55-45FD-8EF3-DB879F6F9C9E,normal,P569,time,Eliza Fenwick,British writer,date of birth,date on which the subject was born,01/02/1766,no-desc,False,False,False,Eliza Fenwick was born on 01/02/1766.,Eliza Fenwick was born on 01/02/1766.,Eliza Fenwick was born on 01/02/1766.,False,Eliza Fenwick was born on 01/02/1766.,False,https://snaccooperative.org/ark:/99166/w6jh44tw
432024b548e002aac76cf0c017a27a3b3049f5f5,Q6697138,Q6697138$7261E0BF-6DB7-4550-AD35-5FB9D2823204,normal,P570,time,Lucien Stryk,American poet,date of death,date on which the subject died,24/01/2013,no-desc,False,False,False,Lucien Stryk died on 24/01/2013.,Lucien Stryk died on 24/01/2013.,Lucien Stryk died on 24/01/2013.,False,Lucien Stryk died on 24/01/2013.,False,https://snaccooperative.org/ark:/99166/w6ks7rg2
d04f54fe490cce626b40f0f03f78fcc333064174,Q889472,Q889472$01BB1280-B1DB-4AD3-B6DB-0CFDC2683016,normal,P570,time,Gerard Brandon,American politician (1788-1850),date of death,date on which the subject died,28/03/1850,no-desc,False,False,False,Gerard Brandon died on 28/03/1850.,Gerard Brandon died on 28/03/1850.,Gerard Brandon died on 28/03/1850.,False,Gerard Brandon died on 28/03/1850.,False,https://snaccooperative.org/ark:/99166/w6dj8fpf
a3e7517c2f5444b8cd27fd6b776bb24f9063bb32,Q8001823,Q8001823$C0E73694-EA0B-414D-9FB2-1D18F6AC79B2,normal,P569,time,Wilfred Josephs,British composer (1927-1997),date of birth,date on which the subject was born,24/07/1927,no-desc,False,False,False,"Wilfred Josephs was born on July 24, 1927.","Wilfred Josephs was born on July 24, 1927.","Wilfred Josephs was born on July 24, 1927.",False,"Wilfred Josephs was born on July 24, 1927.",False,https://snaccooperative.org/ark:/99166/w6xp7qgq
1d7c2ce06a5ce4cec4bcf8a44b506b2783ce2099,Q2560760,Q2560760$FB6499D8-B909-405E-9660-513AF78BEFD6,normal,P570,time,Félix Édouard Guérin-Méneville,"French entomologist, author and editor (1799-1874)",date of death,date on which the subject died,26/01/1874,no-desc,False,False,False,Félix Édouard Guérin-Méneville died on 26/01/1874.,Félix Édouard Guérin-Méneville died on 26/01/1874.,Félix Édouard Guérin-Méneville died on 26/01/1874.,False,Félix Édouard Guérin-Méneville died on 26/01/1874.,False,https://snaccooperative.org/ark:/99166/w6vn4784
f0aed519d627902b4e6c6f178d3bda03750fb748,Q334207,q334207$0A7144B8-C084-479E-9F58-BFE504E20556,normal,P570,time,Francis Burdett,British politician (1770-1844),date of death,date on which the subject died,23/01/1844,no-desc,False,False,False,Francis Burdett died on 23/01/1844.,Francis Burdett died on 23/01/1844.,Francis Burdett died on 23/01/1844.,False,Francis Burdett died on 23/01/1844.,False,https://snaccooperative.org/ark:/99166/w60z7ncx
6f4c410b5df08ac01d863ed026caf5654fa1b115,Q7172683,Q7172683$88CAAAFF-63AA-4623-99C3-5049F4194D6C,normal,P570,time,Peter Baro,French Huguenot minister,date of death,date on which the subject died,1599,no-desc,False,False,False,Peter Baro died in 1599.,Peter Baro died in 1599.,Peter Baro died in 1599.,False,Peter Baro died in 1599.,False,https://snaccooperative.org/ark:/99166/w6hb90r6
464e9a3087566ac328b7976b77d17843fd3a4878,Q6153326,Q6153326$E496FB6A-5646-42F8-81EF-5379392EA2C9,normal,P570,time,Janet Elliott Wulsin,American explorer,date of death,date on which the subject died,1963,no-desc,False,False,False,Janet Elliott Wulsin died in 1963.,Janet Elliott Wulsin died in 1963.,Janet Elliott Wulsin died in 1963.,False,Janet Elliott Wulsin died in 1963.,False,https://snaccooperative.org/ark:/99166/w67f66qn
e25a77811aa0251b02d1c51831ca32afeebf95fe,Q7383210,Q7383210$DBCF48E5-A928-4F8B-80ED-2B2B42BBC6B3,normal,P570,time,Ruth Shaw Wylie,composer (1916-1989),date of death,date on which the subject died,30/01/1989,no-desc,False,False,False,Ruth Shaw Wylie died on 30/01/1989.,Ruth Shaw Wylie died on 30/01/1989.,Ruth Shaw Wylie died on 30/01/1989.,False,Ruth Shaw Wylie died on 30/01/1989.,False,https://snaccooperative.org/ark:/99166/w6pv6vp7
0afaed136342dbc2c892082a0c855a04e33cfdff,Q273159,q273159$6EFB9074-1D2D-43B6-84FD-789B8FA5697E,normal,P569,time,Henry Norris Russell,American astronomer,date of birth,date on which the subject was born,25/10/1877,no-desc,False,False,False,Henry Norris Russell was born on 25/10/1877.,Henry Norris Russell was born on 25/10/1877.,Henry Norris Russell was born on 25/10/1877.,False,Henry Norris Russell was born on 25/10/1877.,False,https://snaccooperative.org/ark:/99166/w6qj7jnn
dde16134ba1f5a1d10e012309b05d2f3f21d3c48,Q6136964,Q6136964$54B65744-1E15-47A8-A954-262DDE4543FA,normal,P570,time,James Jones Wilmer,Chaplain to the US Senate,date of death,date on which the subject died,1814,no-desc,False,False,False,James Jones Wilmer died in 1814.,James Jones Wilmer died in 1814.,James Jones Wilmer died in 1814.,False,James Jones Wilmer died in 1814.,False,https://snaccooperative.org/ark:/99166/w6093sfd
a260885882aa72c25ec87e4025e04c97a91d7c36,Q2659211,q2659211$484C5085-95DF-464E-B613-22747ADF1BE5,normal,P570,time,Nicholas Mayall,American astronomer (1906-1993),date of death,date on which the subject died,05/01/1993,no-desc,False,False,False,Nicholas Mayall died on 05/01/1993.,Nicholas Mayall died on 05/01/1993.,Nicholas Mayall died on 05/01/1993.,False,Nicholas Mayall died on 05/01/1993.,False,https://snaccooperative.org/ark:/99166/w69c6zr4
d4afbe26ed84e5f84d94086320fe8dbe0394617e,Q30169047,Q30169047$16B85CB4-C96D-4484-9FC9-31CB2016865A,normal,P17,wikibase-item,Histiocytosis Association,non-profit,land,sovereign state of this item (not to be used for human beings),United States of America,sovereign state in North America,False,True,False,Histiocytosis Association is based in the United States of America.,Histiocytosis Association is based in the United States of America.,Histiocytosis Association is based in the United States of America.,False,Histiocytosis Association is based in the United States of America.,False,https://www.charitynavigator.org/ein/222827069
7e93fd5e0f64abb5db0d8a27d05d05c0b5e7cea2,Q55457538,Q55457538$082B91ED-6FC1-47FC-94B8-66652D07354C,normal,P2139,quantity,InterServe USA,American nonprofit organization,total revenue,income gained by an organization during a given time frame. Not to be confused with fiscal revenue,5913555 United States dollar,currency of the United States of America,False,False,False,InterServe USA has a total revenue of 5913555 United States dollar.,InterServe USA has a total revenue of 5913555 United States dollar.,InterServe USA has a total revenue of 5913555 United States dollar.,False,InterServe USA has a total revenue of 5913555 United States dollars.,True,https://www.charitynavigator.org/ein/231644377
b0764e79fe945076a51f42eb8c980631779f7463,Q54651597,Q54651597$2e381bfc-4ee3-f112-4e6f-2fd4a5167669,normal,P17,wikibase-item,Teammates for Kids Foundation,American nonprofit organization,land,sovereign state of this item (not to be used for human beings),United States of America,sovereign state in North America,False,True,False,Teammates for Kids Foundation is located in the United States of America.,Teammates for Kids Foundation is located in the United States of America.,Teammates for Kids Foundation is located in the United States of America.,False,Teammates for Kids Foundation is located in the United States of America.,False,https://www.charitynavigator.org/ein/841484370
11d911bd30993d22132d16ef5adbd72793d1f6f0,Q54625074,Q54625074$6FC31D2F-8E58-4EC8-9E5B-8FEADE5D6710,normal,P17,wikibase-item,"Volunteers In Medicine Clinic, Oregon",American nonprofit organization,land,sovereign state of this item (not to be used for human beings),United States of America,sovereign state in North America,False,True,False,"Volunteers In Medicine Clinic, Oregon is located in the United States of America.","Volunteers In Medicine Clinic, Oregon is located in the United States of America.","Volunteers In Medicine Clinic, Oregon is located in the United States of America.",False,"Volunteers In Medicine Clinic, Oregon is located in the United States of America.",False,https://www.charitynavigator.org/ein/931276816
a2f94203bd00ba8dbaa22bf24b86bb5277377e44,Q5647584,q5647584$EDAC1324-392B-4D06-AB14-21A9CC649F05,normal,P17,wikibase-item,Hands On Children's Museum,non-profit organization in the USA,land,sovereign state of this item (not to be used for human beings),United States of America,sovereign state in North America,False,True,False,Hands On Children's Museum is located in the United States of America.,Hands On Children's Museum is located in the United States of America.,Hands On Children's Museum is located in the United States of America.,False,Hands On Children's Museum is located in the United States of America.,False,https://www.charitynavigator.org/ein/911405065
ac79bb3101f2c3f16501f226be6ad94bca89d25e,Q54631274,Q54631274$386A6E82-E6C9-4574-B75E-206DE8A26ED7,normal,P17,wikibase-item,Make-A-Wish Foundation of Massachusetts and Rhode Island,American nonprofit organization,land,sovereign state of this item (not to be used for human beings),United States of America,sovereign state in North America,False,True,False,The Make-A-Wish Foundation of Massachusetts and Rhode Island is located in the United States of America.,The Make-A-Wish Foundation of Massachusetts and Rhode Island is located in the United States of America.,The Make-A-Wish Foundation of Massachusetts and Rhode Island is located in the United States of America.,False,The Make-A-Wish Foundation of Massachusetts and Rhode Island is located in the United States of America.,False,https://www.charitynavigator.org/ein/222867371
63ea2879430c94231f3a5fecb2a82ade33b3e96f,Q54815164,Q54815164$CC304C48-B517-476B-BCEB-535D89D6DD95,normal,P17,wikibase-item,Zola Levitt Ministries,American nonprofit organization,land,sovereign state of this item (not to be used for human beings),United States of America,sovereign state in North America,False,True,False,Zola Levitt Ministries is located in the United States of America.,Zola Levitt Ministries is located in the United States of America.,Zola Levitt Ministries is located in the United States of America.,False,Zola Levitt Ministries is located in the United States of America.,False,https://www.charitynavigator.org/ein/751680391
5a440e04cc8d9e58e2e2dfe362a22729b7aaf0ec,Q30271677,Q30271677$6B59A549-8F5A-426D-B857-4A70EE003C0E,normal,P17,wikibase-item,Campaign for College Opportunity,"nonprofit organization in Oakland, United States",land,sovereign state of this item (not to be used for human beings),United States of America,sovereign state in North America,False,True,False,Campaign for College Opportunity is located in the United States of America.,Campaign for College Opportunity is located in the United States of America.,Campaign for College Opportunity is located in the United States of America.,False,Campaign for College Opportunity is located in the United States of America.,False,https://www.charitynavigator.org/ein/200427622
6f58c5ef429239a6418240c971c5202b4918ed51,Q54857695,Q54857695$1DEF6BE3-179A-4179-95E1-642D1FDA57A5,normal,P17,wikibase-item,Santa Barbara Rescue Mission,American nonprofit organization,land,sovereign state of this item (not to be used for human beings),United States of America,sovereign state in North America,False,True,False,Santa Barbara Rescue Mission is located in the United States of America.,Santa Barbara Rescue Mission is located in the United States of America.,Santa Barbara Rescue Mission is located in the United States of America.,False,Santa Barbara Rescue Mission is located in the United States of America.,False,https://www.charitynavigator.org/ein/956134271
72752631cfe33b689c36aabc40387f4e42d32baf,Q54834370,Q54834370$690CBB3D-6522-4947-A6AB-62835B12B40A,normal,P2139,quantity,Save-A-Pet Adoption Center,American nonprofit organization,total revenue,income gained by an organization during a given time frame. Not to be confused with fiscal revenue,3680174 United States dollar,currency of the United States of America,False,False,False,The Save-A-Pet Adoption Center has a total revenue of 3680174 United States dollar.,The Save-A-Pet Adoption Center has a total revenue of 3680174 United States dollar.,The Save-A-Pet Adoption Center has a total revenue of 3680174 United States dollar.,False,The Save-A-Pet Adoption Center has a total revenue of 3680174 United States dollars.,True,https://www.charitynavigator.org/ein/237304570
469529a8a9a6b96604315cc591a11e3071d2df48,Q30282549,Q30282549$5F529414-E47B-4402-BAB9-AD4492E612C2,normal,P2139,quantity,Island Institute,"nonprofit organization in Rockland, United States",total revenue,income gained by an organization during a given time frame. Not to be confused with fiscal revenue,4915361 United States dollar,currency of the United States of America,False,False,False,The total revenue of Island Institute is 4915361 United States dollar.,The total revenue of Island Institute is 4915361 United States dollar.,The total revenue of Island Institute is 4915361 United States dollar.,False,The total revenue of Island Institute is 4915361 United States dollars.,True,https://www.charitynavigator.org/ein/222786731
ab8803a69bd09c67ec22042812863e8c3254e135,Q5690411,Q5690411$B8AB0201-4717-428A-955E-740DAD1B4D30,normal,P17,wikibase-item,HealthRight International,organization,land,sovereign state of this item (not to be used for human beings),United States of America,sovereign state in North America,False,True,False,HealthRight International is based in the United States of America.,HealthRight International is based in the United States of America.,HealthRight International is based in the United States of America.,False,HealthRight International is based in the United States of America.,False,https://www.charitynavigator.org/ein/133791391
f7afcb848a1c2b192b718f4dc009fc30863e6490,Q54688810,Q54688810$886FC2D5-0304-44D8-B4BB-A536254BAB50,normal,P17,wikibase-item,American Friends of Lubavitch,American nonprofit organization,land,sovereign state of this item (not to be used for human beings),United States of America,sovereign state in North America,False,True,False,American Friends of Lubavitch is located in the United States of America.,American Friends of Lubavitch is located in the United States of America.,American Friends of Lubavitch is located in the United States of America.,False,American Friends of Lubavitch is located in the United States of America.,False,https://www.charitynavigator.org/ein/522193738
00d15820946d663523ad6ad9316fcc27ffe4a791,Q4750883,Q4750883$C5B95856-A961-4EA4-95F5-995B94509CC7,normal,P131,wikibase-item,Anaheim Ice,Sportstätte in den Vereinigten Staaten,is located in,the item is located on the territory of the following administrative entity. Use P276 (location) for specifying locations that are non-administrative places and for items about events,Anaheim,city in California,False,True,False,Anaheim Ice is located in Anaheim.,Anaheim Ice is located in Anaheim.,Anaheim Ice is located in Anaheim.,True,Anaheim Ice is located in Anaheim.,False,https://www.archinform.net/entry.htm?ID=bmkdbjm05h2ia07hcntla2gb1j&loc=%2Fprojekte%2F6555.htm
9f98b46d5dac6eb674c17d3ad9ba216689b30161,Q54952897,Q54952897$831A34FB-91DB-4624-ABFB-42EFBC1206E3,normal,P17,wikibase-item,Adolph H. Kayser House,no-desc,land,sovereign state of this item (not to be used for human beings),United States of America,sovereign state in North America,False,True,False,Adolph H. Kayser House is located in the United States of America.,Adolph H. Kayser House is located in the United States of America.,Adolph H. Kayser House is located in the United States of America.,False,Adolph H. Kayser House is located in the United States of America.,False,https://www.archinform.net/entry.htm?ID=pu5b5m7cp15ed9h2qec25ba69t&loc=%2Fprojekte%2F74481.htm
9339e5a48829f2c6042324052b9cb06b61649453,Q2031664,Q2031664$D09F1E07-8663-413A-A1E9-4AF74ECE17FD,normal,P131,wikibase-item,Villa Badoer,"villa in Fratta Polesine, Veneto, Italy",is located in,the item is located on the territory of the following administrative entity. Use P276 (location) for specifying locations that are non-administrative places and for items about events,Fratta Polesine,Italian comune,False,True,False,Villa Badoer is located in Fratta Polesine.,Villa Badoer is located in Fratta Polesine.,Villa Badoer is located in Fratta Polesine.,True,Villa Badoer is located in Fratta Polesine.,False,https://www.archinform.net/entry.htm?ID=6taqh6ba4ga7egiv9facl5lr28&loc=%2Fprojekte%2F9644.htm
62eec2975ba36bcf75d8b1f7f69fdac1b5ae2223,Q15954086,Q15954086$76037A29-7519-4DDD-8574-C6E49FD1D471,normal,P17,wikibase-item,"Église Sainte-Croix, Kaysersberg","church located in Haut-Rhin, in France",land,sovereign state of this item (not to be used for human beings),France,country in Western Europe,False,True,False,"Église Sainte-Croix, Kaysersberg is located in France.","Église Sainte-Croix, Kaysersberg is located in France.","Église Sainte-Croix, Kaysersberg is located in France.",False,"Église Sainte-Croix, Kaysersberg is located in France.",False,https://www.archinform.net/entry.htm?ID=aqrb6mq12o8dodffprogmf01mq&loc=%2Fprojekte%2F26063.htm
2af2a35df6599b5e560dcb5ac8c9d97311c3eaa2,Q5576244,q5576244$7E7796C9-31F7-4233-A441-BC97522D21BD,normal,P17,wikibase-item,Goddard Bridge,"brug in Kentucky, Verenigde Staten van Amerika",land,sovereign state of this item (not to be used for human beings),United States of America,sovereign state in North America,False,True,False,Goddard Bridge is located in the United States of America.,Goddard Bridge is located in the United States of America.,Goddard Bridge is located in the United States of America.,False,Goddard Bridge is located in the United States of America.,False,https://www.archinform.net/entry.htm?ID=f5jqjh5bq55cdtf6od8veurll8&loc=%2Fprojekte%2F35018.htm
26cf6b2e3aa72ac63cadcab08e46ea8f66729165,Q14685058,q14685058$5DB02945-6B82-445D-9211-31920E883ECA,normal,P17,wikibase-item,Plum Bush Creek Bridge,place in Colorado listed on National Register of Historic Places,land,sovereign state of this item (not to be used for human beings),United States of America,sovereign state in North America,False,True,False,Plum Bush Creek Bridge is located in the United States of America.,Plum Bush Creek Bridge is located in the United States of America.,Plum Bush Creek Bridge is located in the United States of America.,False,Plum Bush Creek Bridge is located in the United States of America.,False,https://www.archinform.net/entry.htm?ID=paluo2njbvf07d64fe3ke42qfi&loc=%2Fprojekte%2F35583.htm
93831f7bce53c1bd7800f7ca673c6bccc602bc9f,Q14693521,q14693521$97141FBD-6CF9-4007-9E2C-45E24E09D4E1,normal,P17,wikibase-item,"Centenary Methodist Episcopal Church, South","church building in St. Louis, United States of America",land,sovereign state of this item (not to be used for human beings),United States of America,sovereign state in North America,False,True,False,"Centenary Methodist Episcopal Church, South is located in the United States of America.","Centenary Methodist Episcopal Church, South is located in the United States of America.","Centenary Methodist Episcopal Church, South is located in the United States of America.",False,"Centenary Methodist Episcopal Church, South is located in the United States of America.",False,https://www.archinform.net/entry.htm?ID=5ft829fuc8nbs9vp5tbdjmplnu&loc=%2Fprojekte%2F56321.htm
e24858039e69501d179333bd33992c1cb325a9e0,Q7889712,Q7889712$a91ed77e-4112-047f-daa6-86a4c45e7818,normal,P131,wikibase-item,United States Customhouse,"historic government building in Portland, Oregon, USA",is located in,the item is located on the territory of the following administrative entity. Use P276 (location) for specifying locations that are non-administrative places and for items about events,Portland,"city in and county seat of Multnomah County, Oregon, United States",False,True,False,The United States Customhouse is located in Portland.,The United States Customhouse is located in Portland.,The United States Customhouse is located in Portland.,True,The United States Customhouse is located in Portland.,False,https://www.archinform.net/entry.htm?ID=iqtqbu3n9suek1shmoms7kghgq&loc=%2Fprojekte%2F54288.htm
5c8ae07cc6325ca3ac65f8b8ebb0049ecdc73969,Q4680294,q4680294$0301EBA0-7E9E-4F47-B592-603667BFAB65,normal,P17,wikibase-item,Adams Avenue Bridge,United States historic place,land,sovereign state of this item (not to be used for human beings),United States of America,sovereign state in North America,False,True,False,Adams Avenue Bridge is located in the United States of America.,Adams Avenue Bridge is located in the United States of America.,Adams Avenue Bridge is located in the United States of America.,False,Adams Avenue Bridge is located in the United States of America.,False,https://www.archinform.net/entry.htm?ID=pd5pu0hq15ju6e9cpavdh2j8d2&loc=%2Fprojekte%2F73372.htm
3389302ab7ffd8b7d1edf7d3c6cfb2cb3c5fcb62,Q3678603,Q3678603$1ee85bfe-4e01-f70e-ea41-9c41897ed6b4,normal,P17,wikibase-item,CityLife,"residential, commercial and business district in Milan",land,sovereign state of this item (not to be used for human beings),Italy,country in Southern Europe,False,True,False,CityLife is located in Italy.,CityLife is located in Italy.,CityLife is located in Italy.,False,CityLife is located in Italy.,False,https://www.archinform.net/entry.htm?ID=3u862l401ng4itonlnnt8nu7jl&loc=%2Fprojekte%2F23352.htm
2abb110770cf24f66a3397a05cb27f07200f91ad,Q28024296,Q28024296$0f6bd210-8fff-4268-a613-7eec1a9b255e,normal,P571,time,Folio from the Gita Govinda.,painting by an anonymous Indian artist (Royal Collection RCIN 1005114.n),created,date or point in time when the subject came into existence as defined,1790,no-desc,False,True,False,Folio from the Gita Govinda was created in 1790.,Folio from the Gita Govinda was created in 1790.,Folio from the Gita Govinda was created in 1790.,True,Folio from the Gita Govinda was created in 1790.,False,https://www.rct.uk/collection/1005114-n/gita-govinda-giit-govind-song-of-the-cowherd-song-two-verse-one
82048efe4526170060645333355f20bc7fabe4bc,Q28018026,Q28018026$325dc7cd-6559-455c-b45a-8236c9c5e8b8,normal,P571,time,Charles I (1600-1649),painting by Goddard Dunning,created,date or point in time when the subject came into existence as defined,1649,no-desc,False,True,False,Charles I (1600-1649) was created in 1649.,Charles I (1600-1649) was created in 1649.,Charles I (1600-1649) was created in 1649.,True,Charles I (1600-1649) was created in 1649.,False,https://www.rct.uk/collection/404124/charles-i-1600-1649
d32ef67a11a7b620b68d5e516488178c209b3227,Q28030623,Q28030623$d7041d47-a51e-49ca-ab55-aea41b25a03e,normal,P571,time,Italian female peasant,painting by Joseph Severn,created,date or point in time when the subject came into existence as defined,1824,no-desc,False,True,False,The Italian female peasant was created in 1824.,The Italian female peasant was created in 1824.,The Italian female peasant was created in 1824.,True,The Italian female peasant was created in 1824.,False,https://www.rct.uk/collection/450005/italian-female-peasant
60d94e641e30ec392e1b683287b86d897ce67887,Q28029033,Q28029033$5B89AC07-E6D4-4E61-9A96-8EF2B7CCE745,normal,P195,wikibase-item,Dick Whittington and his Cat,painting by Claude Whatham,art collection,"art, museum, archival, or bibliographic collection the subject is part of",Royal Collection,art collection of the British royal family spread among more than thirteen royal residences and former residences,False,True,False,Dick Whittington and his Cat is part of the Royal Collection.,Dick Whittington and his Cat is part of the Royal Collection.,Dick Whittington and his Cat is part of the Royal Collection.,True,Dick Whittington and his Cat is part of the Royal Collection.,False,https://www.rct.uk/collection/408589/dick-whittington-and-his-cat
6fa85e36eb4ff2be6195c1b5aac142a2a8d20de7,Q28042911,Q28042911$F7113EEB-4630-4F92-B8A9-3718339D7472,normal,P2610,quantity,"Private Anthony Clements (b. 1800), Royal Marines",painting by Alexandre-Jean Dubois Drahonet,thickness,extent from one surface to the opposite,0.2 centimetre,unit of length equal to 1/100 of a metre,False,False,False,"Private Anthony Clements (b. 1800), Royal Marines has a thickness of 0.2 centimetres.","Private Anthony Clements (b. 1800), Royal Marines has a thickness of 0.2 centimetres.","Private Anthony Clements (b. 1800), Royal Marines has a thickness of 0.2 centimetres.",False,"Private Anthony Clements (b. 1800), Royal Marines has a thickness of 0.2 centimetres.",False,https://www.rct.uk/collection/407067/private-anthony-clements-b-1800-royal-marines
64554b09406968b60650e83197211df21c5cdbb3,Q19660621,Q19660621$E88ACD0E-EF93-428A-AFC5-7923A035BD6C,normal,P2049,quantity,Venice: The Canale di Santa Chiara towards the Lagoon,"painting by Canaletto (Royal Collection, RCIN 400886)",width,width of an object,48.9 centimetre,unit of length equal to 1/100 of a metre,False,False,False,Venice: The Canale di Santa Chiara towards the Lagoon has a width of 48.9 centimetres.,Venice: The Canale di Santa Chiara towards the Lagoon has a width of 48.9 centimetres.,Venice: The Canale di Santa Chiara towards the Lagoon has a width of 48.9 centimetres.,False,Venice: The Canale di Santa Chiara towards the Lagoon has a width of 48.9 centimetres.,False,https://www.rct.uk/collection/400886/venice-the-canale-di-s-chiara-towards-the-lagoon
c718490d3cd288d8c6321da48f46eb3049c0ad8b,Q28023150,Q28023150$B1D05F33-A490-4809-9A02-2D87A0718F20,normal,P2610,quantity,Julius,painting by Richard Barrett Davis,thickness,extent from one surface to the opposite,1.5 centimetre,unit of length equal to 1/100 of a metre,False,False,False,Julius has a thickness of 1.5 centimetres.,Julius has a thickness of 1.5 centimetres.,Julius has a thickness of 1.5 centimetres.,False,Julius has a thickness of 1.5 centimetres.,False,https://www.rct.uk/collection/402419/julius
545f86115ef97cd46797dff2dc28aa50465bf779,Q28030346,Q28030346$852CD99C-9D26-4622-8E73-DD2596ADA62D,normal,P2049,quantity,Evening Landscape,painting by Barend Cornelis Koekkoek,width,width of an object,113.1 centimetre,unit of length equal to 1/100 of a metre,False,False,False,The width of the Evening Landscape is 113.1 centimetres.,The width of the Evening Landscape is 113.1 centimetres.,The width of the Evening Landscape is 113.1 centimetres.,False,The width of the Evening Landscape is 113.1 centimetres.,False,https://www.rct.uk/collection/403682/evening-landscape
