reference_id,entity_id,claim_id,rank,property_id,datatype,datavalue,entity_label,entity_label_lan,property_label,property_label_lan,entity_alias,entity_alias_lan,property_alias,property_alias_lan,entity_desc,entity_desc_lan,property_desc,property_desc_lan,object_label,object_label_lan,object_alias,object_alias_lan,object_desc,object_desc_lan
93b6dd98bd5ad2d6d8dd40746cbf4ac688d424f0,Q56758851,Q56758851$65ED3C2D-2B4E-4173-B963-FF6C90903118,normal,P2567,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 56757136, 'id': 'Q56757136'}, 'type': 'wikibase-entityid'}",General Insurance Supervisory Levy Imposition Act 1998,en,amended by,en,no-alias,none,['has addendum'],en,"Act of the Parliament of Australia, currently registered as C2016C00053",en,document is amended by specified other document,en,General Insurance Supervisory Levy Imposition Amendment Act 2006,en,no-alias,none,"Act of the Parliament of Australia, currently registered as C2006A00042",en
93b6dd98bd5ad2d6d8dd40746cbf4ac688d424f0,Q56758851,Q56758851$A1477058-AFE6-4333-8AD1-D37D90CBCF01,normal,P2567,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 56756964, 'id': 'Q56756964'}, 'type': 'wikibase-entityid'}",General Insurance Supervisory Levy Imposition Act 1998,en,amended by,en,no-alias,none,['has addendum'],en,"Act of the Parliament of Australia, currently registered as C2016C00053",en,document is amended by specified other document,en,General Insurance Supervisory Levy Imposition Amendment Act 2005,en,no-alias,none,"Act of the Parliament of Australia, currently registered as C2005A00015",en
93b6dd98bd5ad2d6d8dd40746cbf4ac688d424f0,Q56758851,Q56758851$DE595726-582A-47B8-8B4F-839D884FC5FA,normal,P2567,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 56756890, 'id': 'Q56756890'}, 'type': 'wikibase-entityid'}",General Insurance Supervisory Levy Imposition Act 1998,en,amended by,en,no-alias,none,['has addendum'],en,"Act of the Parliament of Australia, currently registered as C2016C00053",en,document is amended by specified other document,en,Financial Sector Reform (Amendments and Transitional Provisions) Act (No. 1) 1999,en,no-alias,none,"Act of the Parliament of Australia, currently registered as C2004C01110",en
f7172693254ffab5bf08f8fff80a9b86cffe4160,Q56757253,Q56757253$4117FDE3-D1A0-4AF2-B0C4-F9D940A271C7,normal,P2567,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 56757426, 'id': 'Q56757426'}, 'type': 'wikibase-entityid'}","Criminal Code Amendment (Theft, Fraud, Bribery and Related Offences) Act 2000",en,amended by,en,no-alias,none,['has addendum'],en,"Act of the Parliament of Australia, currently registered as C2006C00152",en,document is amended by specified other document,en,Statute Law Revision Act 2006,en,no-alias,none,"Act of the Parliament of Australia, currently registered as C2007C00187",en
f7172693254ffab5bf08f8fff80a9b86cffe4160,Q56757253,Q56757253$AD5DDD03-8976-4562-A6D7-EF3C53DECAAD,normal,P2567,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 56757105, 'id': 'Q56757105'}, 'type': 'wikibase-entityid'}","Criminal Code Amendment (Theft, Fraud, Bribery and Related Offences) Act 2000",en,amended by,en,no-alias,none,['has addendum'],en,"Act of the Parliament of Australia, currently registered as C2006C00152",en,document is amended by specified other document,en,Statute Law Revision Act 2002,en,no-alias,none,"Act of the Parliament of Australia, currently registered as C2005C00512",en
80ffbf7907a51bb4dc6d8fa3ee626d4689d794e7,Q56817665,Q56817665$91937692-7734-43E7-A492-D6C44281B418,normal,P126,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 19872842, 'id': 'Q19872842'}, 'type': 'wikibase-entityid'}",Skilling Australia's Workforce (Repeal and Transitional Provisions) Act 2005,en,maintained by,en,no-alias,none,"['maintenance', 'administered by', 'maintainer', 'custodian', 'administrator']",en,Act of the Parliament of Australia,en,person or organization in charge of keeping the subject (for instance an infrastructure) in functioning order,en,Department of Education and Training,en,['DET'],en,former Australian government department,en
80ffbf7907a51bb4dc6d8fa3ee626d4689d794e7,Q56817665,Q56817665$20E6A2FA-09D3-46CD-A48D-E093B80A047D,normal,P577,time,"{'value': {'time': '+2005-08-30T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",Skilling Australia's Workforce (Repeal and Transitional Provisions) Act 2005,en,publication date,en,no-alias,none,"['first released', 'first published', 'air date', 'pubdate', 'date of first publication', 'first publication', 'airdate', 'release date', 'date published', 'date released', 'published', 'dop', 'year of publication', 'initial release', 'date of release', 'date of publication', 'released', 'time of publication', 'publication', 'publication time', 'launched', 'launch date', 'released in', 'was published in', 'be published in', 'be published during', 'was published during']",en,Act of the Parliament of Australia,en,date or point in time when a work was first published or released,en,30/08/2005,en,"['30 of August, 2005', '30/08/2005 (dd/mm/yyyy)', 'Aug 30, 2005']",en,no-desc,none
80ffbf7907a51bb4dc6d8fa3ee626d4689d794e7,Q56817665,Q56817665$4B40CC9F-8F3E-4426-8354-1F1BAFCA256F,normal,P793,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1070654, 'id': 'Q1070654'}, 'type': 'wikibase-entityid'}",Skilling Australia's Workforce (Repeal and Transitional Provisions) Act 2005,en,significant event,en,no-alias,none,"['key event', 'key incident', 'significant incident', 'notable event', 'notable incident', 'major event', 'big event', 'main events', 'fate', 'outcome', 'event', 'known for', 'significant achievment', 'sign. event', 'important event']",en,Act of the Parliament of Australia,en,significant or notable events associated with the subject,en,royal assent,en,"['royal sanction', 'royal assents']",en,formal approval of a proposed law in monarchies,en
80ffbf7907a51bb4dc6d8fa3ee626d4689d794e7,Q56817665,Q56817665$A7E909F3-83C0-4966-9918-2F27773A5639,normal,P793,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 4590027, 'id': 'Q4590027'}, 'type': 'wikibase-entityid'}",Skilling Australia's Workforce (Repeal and Transitional Provisions) Act 2005,en,significant event,en,no-alias,none,"['key event', 'key incident', 'significant incident', 'notable event', 'notable incident', 'major event', 'big event', 'main events', 'fate', 'outcome', 'event', 'known for', 'significant achievment', 'sign. event', 'important event']",en,Act of the Parliament of Australia,en,significant or notable events associated with the subject,en,repeal,en,"['derogación', 'abrogacion', 'derogacion']",es,removal or reversal of a law,en
80ffbf7907a51bb4dc6d8fa3ee626d4689d794e7,Q56817665,Q56817665$EAEE890A-71FF-4CB7-971B-B0B191B2D29C,normal,P2568,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 56759222, 'id': 'Q56759222'}, 'type': 'wikibase-entityid'}",Skilling Australia's Workforce (Repeal and Transitional Provisions) Act 2005,en,repealed by,en,no-alias,none,['revoked by'],en,Act of the Parliament of Australia,en,document is repealed/inactived by specified other document,en,Education and Training Legislation Repeal Act 2017,en,no-alias,none,"Act of the Parliament of Australia, currently registered as C2017A00088",en
80ffbf7907a51bb4dc6d8fa3ee626d4689d794e7,Q56817665,Q56817665$FAFBAD15-123D-4459-A6C9-F59389185FF9,normal,P1476,monolingualtext,"{'value': {'text': ""Skilling Australia's Workforce (Repeal and Transitional Provisions) Act 2005"", 'language': 'en'}, 'type': 'monolingualtext'}",Skilling Australia's Workforce (Repeal and Transitional Provisions) Act 2005,en,title,en,no-alias,none,"['original title', 'article', 'known as', 'full title', 'headline', 'titled', 'name']",en,Act of the Parliament of Australia,en,"published name of a work, such as a newspaper article, a literary work, piece of music, a website, or a performance work",en,Skilling Australia's Workforce (Repeal and Transitional Provisions) Act 2005,en,no-alias,none,no-desc,none
80ffbf7907a51bb4dc6d8fa3ee626d4689d794e7,Q56817665,Q56817665$E212A2F0-3686-41CA-970A-D4B216918F60,normal,P1031,string,"{'value': ""Skilling Australia's Workforce (Repeal and Transitional Provisions) Act 2005"", 'type': 'string'}",Skilling Australia's Workforce (Repeal and Transitional Provisions) Act 2005,en,legal citation of this text,en,no-alias,none,"['case citation', 'neutral citation', 'parallel citation', 'statute citation', 'regulation citation', 'citation']",en,Act of the Parliament of Australia,en,legal citation of legislation or a court decision,en,Skilling Australia's Workforce (Repeal and Transitional Provisions) Act 2005,en,no-alias,none,no-desc,none
dffacd297fe5d6a3432b9cfce98c729317de5471,Q56827879,Q56827879$A9EC2E8C-5247-4F8A-8CF5-144A9628CCD0,normal,P793,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1070654, 'id': 'Q1070654'}, 'type': 'wikibase-entityid'}",International Development Association Act 1963,en,significant event,en,no-alias,none,"['key event', 'key incident', 'significant incident', 'notable event', 'notable incident', 'major event', 'big event', 'main events', 'fate', 'outcome', 'event', 'known for', 'significant achievment', 'sign. event', 'important event']",en,Act of the Parliament of Australia,en,significant or notable events associated with the subject,en,royal assent,en,"['royal sanction', 'royal assents']",en,formal approval of a proposed law in monarchies,en
dffacd297fe5d6a3432b9cfce98c729317de5471,Q56827879,Q56827879$8220849E-5B0A-4071-9F23-16BA557F5028,normal,P793,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 4590027, 'id': 'Q4590027'}, 'type': 'wikibase-entityid'}",International Development Association Act 1963,en,significant event,en,no-alias,none,"['key event', 'key incident', 'significant incident', 'notable event', 'notable incident', 'major event', 'big event', 'main events', 'fate', 'outcome', 'event', 'known for', 'significant achievment', 'sign. event', 'important event']",en,Act of the Parliament of Australia,en,significant or notable events associated with the subject,en,repeal,en,"['derogación', 'abrogacion', 'derogacion']",es,removal or reversal of a law,en
dffacd297fe5d6a3432b9cfce98c729317de5471,Q56827879,Q56827879$327C31AF-C3EC-4E61-8BDE-AC80189B61EC,normal,P2568,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 56758407, 'id': 'Q56758407'}, 'type': 'wikibase-entityid'}",International Development Association Act 1963,en,repealed by,en,no-alias,none,['revoked by'],en,Act of the Parliament of Australia,en,document is repealed/inactived by specified other document,en,Amending Acts 1901 to 1969 Repeal Act 2014,en,no-alias,none,"Act of the Parliament of Australia, currently registered as C2014A00028",en
dffacd297fe5d6a3432b9cfce98c729317de5471,Q56827879,Q56827879$A7FA13C0-6E21-4441-8B1A-AAA3561BBB65,normal,P1476,monolingualtext,"{'value': {'text': 'International Development Association Act 1963', 'language': 'en'}, 'type': 'monolingualtext'}",International Development Association Act 1963,en,title,en,no-alias,none,"['original title', 'article', 'known as', 'full title', 'headline', 'titled', 'name']",en,Act of the Parliament of Australia,en,"published name of a work, such as a newspaper article, a literary work, piece of music, a website, or a performance work",en,International Development Association Act 1963,en,no-alias,none,no-desc,none
dffacd297fe5d6a3432b9cfce98c729317de5471,Q56827879,Q56827879$C2D8557D-6A2A-4350-ACE4-3677B20CA932,normal,P1031,string,"{'value': 'International Development Association Act 1963', 'type': 'string'}",International Development Association Act 1963,en,legal citation of this text,en,no-alias,none,"['case citation', 'neutral citation', 'parallel citation', 'statute citation', 'regulation citation', 'citation']",en,Act of the Parliament of Australia,en,legal citation of legislation or a court decision,en,International Development Association Act 1963,en,no-alias,none,no-desc,none
c6a899ebaf0414d83983ee28f250a3cb054f4c09,Q56759089,Q56759089$EC93A0EC-2A8A-470F-A977-5AE8CE97F68E,normal,P126,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 4294668, 'id': 'Q4294668'}, 'type': 'wikibase-entityid'}",Export Control Act 1982,en,maintained by,en,no-alias,none,"['maintenance', 'administered by', 'maintainer', 'custodian', 'administrator']",en,"Act of the Parliament of Australia, currently registered as C2016C01063",en,person or organization in charge of keeping the subject (for instance an infrastructure) in functioning order,en,Department of Agriculture and Water Resources,en,no-alias,none,agriculture ministry of Australia (department of government),en
285922257cc0c46de074d87f4b97733726ca5325,Q2336937,Q2336937$6F90B85C-2F69-4D8B-9EF8-257396CF3D45,normal,P580,time,"{'value': {'time': '+2007-02-17T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",Hider in the House,en,start time,en,no-alias,none,"['from', 'starting', 'began', 'from time', 'since', 'from date', 'building date', 'starttime', 'introduced', 'introduction', 'started in', 'beginning', 'join date', 'join time', 'start date']",en,television series,en,time an item begins to exist or a statement starts being valid,en,17/02/2007,en,"['17 of February, 2007', '17/02/2007 (dd/mm/yyyy)', 'Feb 17, 2007']",en,no-desc,none
b4a3b31ea8d75b67e01ae0cc5028c38caf98671c,Q17150552,Q17150552$B9170424-BF43-476D-8322-2D42066D1667,normal,P580,time,"{'value': {'time': '+2014-05-02T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",Bikhra Mera Naseeb,en,start time,en,no-alias,none,"['from', 'starting', 'began', 'from time', 'since', 'from date', 'building date', 'starttime', 'introduced', 'introduction', 'started in', 'beginning', 'join date', 'join time', 'start date']",en,Pakistani drama TV serial,en,time an item begins to exist or a statement starts being valid,en,02/05/2014,en,"['2 of May, 2014', '02/05/2014 (dd/mm/yyyy)', 'May 2, 2014']",en,no-desc,none
dc6da9eb70e28a0d0b85826c902e60bd1fe00a70,Q5971579,Q5971579$7439B8BA-CDEA-4C67-8935-D27B036206B8,normal,P580,time,"{'value': {'time': '+2007-06-17T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",IKON Philippines,en,start time,en,no-alias,none,"['from', 'starting', 'began', 'from time', 'since', 'from date', 'building date', 'starttime', 'introduced', 'introduction', 'started in', 'beginning', 'join date', 'join time', 'start date']",en,philippinische Fernsehserie (2007),de,time an item begins to exist or a statement starts being valid,en,17/06/2007,en,"['17 of June, 2007', '17/06/2007 (dd/mm/yyyy)', 'Jun 17, 2007']",en,no-desc,none
9b1d2929773e75e11a5da446d8a880e36a571113,Q7127518,Q7127518$8B87BECA-9920-4594-B46C-C23C1DBFCA0C,normal,P580,time,"{'value': {'time': '+1987-03-02T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",Palibhasa Lalake,en,start time,en,no-alias,none,"['from', 'starting', 'began', 'from time', 'since', 'from date', 'building date', 'starttime', 'introduced', 'introduction', 'started in', 'beginning', 'join date', 'join time', 'start date']",en,Philippine TV sitcom,en,time an item begins to exist or a statement starts being valid,en,02/03/1987,en,"['2 of March, 1987', '02/03/1987 (dd/mm/yyyy)', 'Mar 2, 1987']",en,no-desc,none
a27fc32a45a256aa75e20b6f962c67da588e44c9,Q16994234,Q16994234$F5D0BCC4-FD6F-4C88-9CC1-CD3AB0A39F71,normal,P580,time,"{'value': {'time': '+2013-07-08T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}","God, Guns & Automobiles",en,start time,en,no-alias,none,"['from', 'starting', 'began', 'from time', 'since', 'from date', 'building date', 'starttime', 'introduced', 'introduction', 'started in', 'beginning', 'join date', 'join time', 'start date']",en,American reality television series,en,time an item begins to exist or a statement starts being valid,en,08/07/2013,en,"['8 of July, 2013', '08/07/2013 (dd/mm/yyyy)', 'Jul 8, 2013']",en,no-desc,none
3b025fae8a2573fffd91e3da76f231b85f25da93,Q16957644,Q16957644$E6C86D41-DD48-4F63-8C82-3D61CBBC7980,normal,P580,time,"{'value': {'time': '+2008-07-15T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}","From G's to Gents, season 1",en,start time,en,no-alias,none,"['from', 'starting', 'began', 'from time', 'since', 'from date', 'building date', 'starttime', 'introduced', 'introduction', 'started in', 'beginning', 'join date', 'join time', 'start date']",en,season of television series,en,time an item begins to exist or a statement starts being valid,en,15/07/2008,en,"['15 of July, 2008', '15/07/2008 (dd/mm/yyyy)', 'Jul 15, 2008']",en,no-desc,none
a7f49d0ce34c7b40d28256c7ac5dc378eba57d05,Q3658578,Q3658578$098D23E8-FAE4-41EC-BCD5-3E15B611BEF4,normal,P580,time,"{'value': {'time': '+1982-04-14T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",Teachers Only,en,start time,en,['Teachers Only'],it,"['from', 'starting', 'began', 'from time', 'since', 'from date', 'building date', 'starttime', 'introduced', 'introduction', 'started in', 'beginning', 'join date', 'join time', 'start date']",en,American TV series,en,time an item begins to exist or a statement starts being valid,en,14/04/1982,en,"['14 of April, 1982', '14/04/1982 (dd/mm/yyyy)', 'Apr 14, 1982']",en,no-desc,none
6f15a3fbbc2cba6ea6cbeb9574bbd3e4f65239ee,Q3027447,Q3027447$48C98B2E-B77F-4DCA-A0EC-1AB44DE0AA10,normal,P580,time,"{'value': {'time': '+2008-09-08T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",I Love Betty La Fea,en,start time,en,no-alias,none,"['from', 'starting', 'began', 'from time', 'since', 'from date', 'building date', 'starttime', 'introduced', 'introduction', 'started in', 'beginning', 'join date', 'join time', 'start date']",en,television series,en,time an item begins to exist or a statement starts being valid,en,08/09/2008,en,"['8 of September, 2008', '08/09/2008 (dd/mm/yyyy)', 'Sep 8, 2008']",en,no-desc,none
5d089d305faf337485e1003d83781d316b3cd860,Q3953398,Q3953398$24D22479-15A0-41C3-BE0B-DD12B8B86EB8,normal,P580,time,"{'value': {'time': '+1972-04-10T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",Pardon My Genie,en,start time,en,"[""Il genio dell'annaffiatoio"", 'Pardon My Genie']",it,"['from', 'starting', 'began', 'from time', 'since', 'from date', 'building date', 'starttime', 'introduced', 'introduction', 'started in', 'beginning', 'join date', 'join time', 'start date']",en,television series,en,time an item begins to exist or a statement starts being valid,en,10/04/1972,en,"['10 of April, 1972', '10/04/1972 (dd/mm/yyyy)', 'Apr 10, 1972']",en,no-desc,none
2c943fa88c3b3556f2b6a3c1b47fcf1a28d98126,Q13645370,Q13645370$391342B1-1507-419E-B2D1-3537C348BC9F,normal,P580,time,"{'value': {'time': '+2009-04-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",Lurk,en,start time,en,no-alias,none,"['from', 'starting', 'began', 'from time', 'since', 'from date', 'building date', 'starttime', 'introduced', 'introduction', 'started in', 'beginning', 'join date', 'join time', 'start date']",en,2009 Chinese television series,en,time an item begins to exist or a statement starts being valid,en,01/04/2009,en,"['1 of April, 2009', '01/04/2009 (dd/mm/yyyy)', 'Apr 1, 2009']",en,no-desc,none
ae56850123d4565b57f3abe421beef772b89ce64,Q7067639,Q7067639$1B7BDE17-91C3-4BC8-9DD8-8E9CDC94A001,normal,P580,time,"{'value': {'time': '+1995-10-05T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",Dolce Vita,en,start time,en,no-alias,none,"['from', 'starting', 'began', 'from time', 'since', 'from date', 'building date', 'starttime', 'introduced', 'introduction', 'started in', 'beginning', 'join date', 'join time', 'start date']",en,Greek TV series,en,time an item begins to exist or a statement starts being valid,en,05/10/1995,en,"['5 of October, 1995', '05/10/1995 (dd/mm/yyyy)', 'Oct 5, 1995']",en,no-desc,none
1f5a73f37be806e4d44eefbcca70cb6d035942f4,Q17112555,Q17112555$16FFA068-6022-4C18-80D8-DC8CAD7A19C8,normal,P580,time,"{'value': {'time': '+1957-07-02T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",The Things We See,en,start time,en,no-alias,none,"['from', 'starting', 'began', 'from time', 'since', 'from date', 'building date', 'starttime', 'introduced', 'introduction', 'started in', 'beginning', 'join date', 'join time', 'start date']",en,Canadian children's television series,en,time an item begins to exist or a statement starts being valid,en,02/07/1957,en,"['2 of July, 1957', '02/07/1957 (dd/mm/yyyy)', 'Jul 2, 1957']",en,no-desc,none
c0693572dd2e9e7f6f67ec0796d81f313c29fbff,Q18844748,Q18844748$7D881A65-F148-48F9-B5B0-B1B52C2A1276,normal,P580,time,"{'value': {'time': '+2013-09-09T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",Live from E!,en,start time,en,no-alias,none,"['from', 'starting', 'began', 'from time', 'since', 'from date', 'building date', 'starttime', 'introduced', 'introduction', 'started in', 'beginning', 'join date', 'join time', 'start date']",en,television series,en,time an item begins to exist or a statement starts being valid,en,09/09/2013,en,"['9 of September, 2013', '09/09/2013 (dd/mm/yyyy)', 'Sep 9, 2013']",en,no-desc,none
068f53e9e45bd1270400d6893cc55c5cc5946902,Q106702275,Q106702275$b71a7b74-4b07-61fa-d5f8-26e211472d30,normal,P19,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 2807, 'id': 'Q2807'}, 'type': 'wikibase-entityid'}",Claudia Alonso,en,place of birth,en,['Claudia Alonso artist'],en,"['birthplace', 'born in', 'POB', 'birth place', 'location born', 'born at', 'birth location', 'location of birth', 'birth city']",en,female visual artist,en,"most specific known (e.g. city instead of country, or hospital instead of city) birth location of a person, animal or fictional character",en,Madrid,en,"['City of Madrid', 'Madrid, Spain']",en,capital and largest city of Spain,en
068f53e9e45bd1270400d6893cc55c5cc5946902,Q106702275,Q106702275$ef66107e-4cad-c944-4fd4-5d7344a77df1,normal,P276,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 18125, 'id': 'Q18125'}, 'type': 'wikibase-entityid'}",Claudia Alonso,en,location,en,['Claudia Alonso artist'],en,"['moveable object location', 'located in', 'event location', 'venue', 'is in', 'location of item', 'place held', 'based in', 'neighborhood', 'region', 'in', 'located', 'locality', 'locale']",en,female visual artist,en,"location of the object, structure or event. In the case of an administrative entity as containing item use P131 for statistical entities P8138. In the case of a geographic entity use P706. Use P7153 for locations associated with the object.",en,Manchester,en,"['Manchester, England', 'Manchester, UK']",en,"major city in Greater Manchester, England, UK",en
31bcb2013fdaf00e9ccbeccf70e6226dc1fb8362,Q93433976,Q93433976$31980f0b-4870-488f-9a3d-2056860b135d,normal,P570,time,"{'value': {'time': '+2019-01-05T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",Campbell R. McConnell,en,date of death,en,"['Макконнелл, Кэмпбелл Р.']",ru,"['date of the end', 'death date', 'died on', 'DOD', 'year of death', 'dead', 'deathdate', 'death']",en,Amerikaans econoom (1928-2019),nl,date on which the subject died,en,05/01/2019,en,"['5 of January, 2019', '05/01/2019 (dd/mm/yyyy)', 'Jan 5, 2019']",en,no-desc,none
14c1fb11df0ad88436de7e59472eec248dfa19c9,Q24249978,Q24249978$d9dcb4dc-4293-7766-450c-cfa42d8ed995,normal,P570,time,"{'value': {'time': '+1787-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",John Bicknell,en,date of death,en,"['John Bicknell the elder', 'Joel Collier', 'John Laurens Bicknell', 'John Laurence Bicknell']",en,"['date of the end', 'death date', 'died on', 'DOD', 'year of death', 'dead', 'deathdate', 'death']",en,English writer (1740-1787),en,date on which the subject died,en,1787,en,no-alias,none,no-desc,none
14c1fb11df0ad88436de7e59472eec248dfa19c9,Q24249978,Q24249978$dbdc9a4a-48c6-2597-7894-07f2bbadef7c,normal,P40,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 21165974, 'id': 'Q21165974'}, 'type': 'wikibase-entityid'}",John Bicknell,en,child,en,"['John Bicknell the elder', 'Joel Collier', 'John Laurens Bicknell', 'John Laurence Bicknell']",en,"['son', 'daughter', 'kid', 'has child', 'children', 'sons', 'daughters', 'kids', 'has children', 'has son', 'has sons', 'has daughter', 'has daughters', 'has kid', 'has kids', 'offspring', 'progeny', 'issue', 'parent of', 'descendants']",en,English writer (1740-1787),en,subject has object as child. Do not use for stepchildren,en,John Laurens Bicknell,en,"['John Laurence Bicknell', 'John Laurens Bicknell the younger']",en,English solicitor,en
14c1fb11df0ad88436de7e59472eec248dfa19c9,Q24249978,Q24249978$de636ca1-4875-3a54-e69e-5539ec0c748b,normal,P742,string,"{'value': 'Joel Collier', 'type': 'string'}",John Bicknell,en,pseudonym,en,"['John Bicknell the elder', 'Joel Collier', 'John Laurens Bicknell', 'John Laurence Bicknell']",en,"['pen name', 'stage name', 'nom-de-guerre', 'nom-de-amore', 'nome de guerre', 'code name', 'user name', 'known professionally as', 'heteronym', 'nom de plume', 'nom-de-plume', 'ring name', 'alias']",en,English writer (1740-1787),en,alias used by someone (for nickname use P1449),en,Joel Collier,en,no-alias,none,no-desc,none
3923066bf80d90e2201082825ed9e951ad9d91d1,Q98446855,Q98446855$578ec893-4abe-0541-8763-e4ea71fba45e,normal,P485,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 7240776, 'id': 'Q7240776'}, 'type': 'wikibase-entityid'}",First African Presbyterian Church,en,archives at,en,['First Colored Presbyterian Church'],en,"['papers at', 'correspondence at', 'archive location']",en,"The first black Presbyterian congregation in the United States and the fourth African American church to be founded in the city of Philadelphia, Pennsylvania",en,the institution holding the subject's archives,en,Presbyterian Historical Society,en,no-alias,none,historical society in the United States,en
5340b8b4e3c3c887a0a1b266621655af1f3a8484,Q99517095,Q99517095$46c400c3-4440-8323-2d58-9a84a9274223,normal,P3919,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 936, 'id': 'Q936'}, 'type': 'wikibase-entityid'}",Ken Vermette,en,contributed to creative work,en,no-alias,none,"['contributor to', 'contributor', 'collaborator on', 'contributed to']",en,contributor to Breezeicons and designer of current version of the OSM logo,en,"person is cited as contributing to some creative or published work or series (qualify with ""subject has role"", P2868)",en,OpenStreetMap,en,"['OSM', 'openstreetmap.org', 'OpenStreetMap']",en,freely editable world geographic database,en
99415d84e2b5632a86eaa925c4f7ae791816621e,Q4815670,Q4815670$2BFBD30C-D13D-4A04-A76C-F4C60574852B,normal,P570,time,"{'value': {'time': '+2008-07-31T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",Athos Bulcão,en,date of death,en,['Athos bulcão'],pt,"['date of the end', 'death date', 'died on', 'DOD', 'year of death', 'dead', 'deathdate', 'death']",en,Brazilian artist (1918-2008),en,date on which the subject died,en,31/07/2008,en,"['31 of July, 2008', '31/07/2008 (dd/mm/yyyy)', 'Jul 31, 2008']",en,no-desc,none
d6786d246181d3da5e953b76bd4b220582798104,Q90743306,Q90743306$afaf514a-465a-69b7-c71d-40e1180aeadf,normal,P348,string,"{'value': '0.2.1', 'type': 'string'}",Guile-Gcrypt,en,software version identifier,en,['guile-gcrypt'],en,"['version', 'release version', 'software version', 'software version identifiers', 'software versions', 'release versions', 'versions', 'version number']",en,a cryptography library for Guile using Libgcrypt,en,"numeric or nominal identifier of a version of a software program or file format, current or past",en,0.2.1,en,no-alias,none,no-desc,none
